conflict_id,medicine_id,conflict_type,source_record_ids,details,status
CONFLICT-a64894a94ae03cd21cdd774c,MED-1c8ac0bdd411e4c3b4d75673,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-2969ffd11d855829fbe04c41,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a64cda02aec7885d08a29ae0,MED-46ffe551a1fefaf6e8f49c74,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-39684d5cb88109c19c49b301,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a64fb05428e060f36e49739d,MED-8aae500d8f41e46d6e67e4c0,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-7d17fdfa58a3c05bc524fc92,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a653349f749bf5642a957f41,MED-60b0b2f1e5917c9433c30f1e,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-3f187460d49cb6efd3fe3dfd,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a65937f51f6d355e8805d97c,MED-dbdbb440c6c929a34c7b2a42,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-d789101b5a25964059ef1033,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6626a74e6b4d2833afaf01f,MED-8f46144febcf648cf75bbb76,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-fedcb535b01cce8fb32205be,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a666f2927e47f8cc80427d31,MED-e0044153ba340a9be5d5f3b8,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-8785e40a1bd8184f22b04b51,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a67723121b1e39f3cd8e68bb,MED-dd6682203455bcdee6129b56,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-f828395f4fd878c4b16bea45,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a67d235fc2575e18b4e0810f,MED-a55283d560340198622f3073,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-5ab06be4e66c3c2e72055557,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6810b3348ed04b6be38c935,MED-65618b8f5782dca0392ea081,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-02be4a35e6b15a5b3d288867,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a685b55d6558d70a8ae0a0ef,MED-26edf1ff61ba09d1c7c3247f,REGISTRATION_IDENTITY_CONFLICT,SRCR-08e79c28ea324408e9f3cdeb,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a68b5db8f9cee5eb8c614b51,MED-633b82e0f23fb5f3ec8b2827,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-aaf27ac58e46ea716d48fa00,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6954cf8afe2f6f5c8025778,MED-01b07f3d53ccbb9ee0472f51,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-144aa46de50c0f1983121949,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a698150f9757080b942dcfc6,MED-f985109c963457ebab0ce82c,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-2f0caf04f0b129f0b346cb9a,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a69da255802bd303c490f04b,MED-c5f14017face2ecd00a2887b,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-e0ea6870578babe5a5b409b6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a69fbbf5c2c44055c4bdd317,MED-1664f64f21ecbb9b96414d76,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-f3ce859b331e183aac817c7c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6ad85be96c9d8dd1555530b,MED-057b3a6f2cceb8d4c1d7087f,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-66c0fd1cdc0f50e0204ec378,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6b0151e3c68960c6b0ac8d4,MED-a605185cd653333fe1d0e29f,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-daaf52af6ed9fa9e1098fd36,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6b1663bc6bff3856f5ced03,MED-2942ffd5cf3e9e24b598cc98,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-ae39f8370b1a53e7d84d4a18,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6bc2b3ab875c17e4e9a138d,MED-2b31025743fafd9c52d803bd,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-c0c643fbf799c744dfe653d3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6c6628d30814cd4bddbeaa0,MED-25a907711e45a81e7629399d,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-1d50358d8acfabf2321b61b3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6c7c626683f773100a9babd,MED-640d0f865e67dd64655f6a1b,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-06b952cdddd20dc2f2cda844,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6c9a9a5c95fc51e71ca267a,MED-35ed4f14bc479a3d7b354774,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-df1205b63c523fd6d079d206,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6cba3c331e08ba89c3b2dee,MED-0f2c02c026e90ccca15a909c,REGISTRATION_IDENTITY_CONFLICT,SRCR-9a5f8b9366cc79aeb544969c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6d6f93dd17193a00b389177,MED-6b85b8321693239b5d14969b,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ab0194f9b54a5daf839777fa,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6dab79790486a6affc1ed4b,MED-9ca7b1200a2abefbedda37d9,REGISTRATION_IDENTITY_CONFLICT,SRCR-533bf2922494d747e27acd39,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6e0fd1c9177539111c3c546,MED-c06259829e192590b8cc746c,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-b040d77d59cfaaca10b64aef,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6e8e8a02fcfe01d1e72db39,MED-edf7fde8b1ca8c76b1e73d95,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-0192e819e951539bf3fe6761,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6ee0b5027bdad83b740489a,MED-3f0a30c856db6e493b0637be,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-aeb7b6eac0b2c7b0b860c5bf,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6efbea843a1b172f3f72162,MED-1e714a92a5e436c92b49123a,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-01dc09b46d21bfaf57f53ad0,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6f0c3f734d9e4945bce4abd,MED-58f4e5c39c355a6d190fd4e5,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-aa1723ba253e8899c67c354d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6f2ae2b373220874e412995,MED-297c877dbf36621b6cbbaf28,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-a645245df1f3c928292d2923,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6f94635e8b36eb4284fea54,MED-420297bc36674c47e69f06e3,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-f4bfa76038c03f3bd7ec4da2,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a6fab8da0d249503ed222341,MED-8d645494ff4d6b0f47cfaa9f,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-1b68c90539b4ef18586c10ff,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a715489d6288f08637993641,MED-21ce39dc905f2639c6a7eb9a,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-f763a3879aa29b18f86040d9,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7167cd251e6ed17ee01bf65,MED-7c92a25d00ebb34e9b5f30e4,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-4476b97a02ed7542b2f8dee6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a73598b37605e10affe2ca7b,MED-6e620ff9050d89803a28ffab,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-38d0b2a31229a0f212916b80,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a73a19c0bbf851efad832a53,MED-91454fbce9545ca196ded280,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-91403054e9d985101c6d6ed8,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a740d59529511b8487b61c1a,MED-0f34a5287b8561b4ef5fef24,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-2cd76139a26e8f1a04e39119,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a74435f194f01c772d40f105,MED-bd2ca8af5560221611fc79af,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-0b404cf704da57d18bd3a89d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a74500fd2de71d94a3c11eb7,MED-b15f6b6a3f27f35a05279f30,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-5c0b3d80f23daaf88cfa2d5f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a746fdaff0716817e59d4fc7,MED-533abd45e1a481cab3a6db7f,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-4f107b6e4241b4de78ece92c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a75479a08d4745adb86318b1,MED-1393e51315efc5a682026542,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-aeb7f03d3c8180c78f99e71c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a75e94e8f09a66208c741219,MED-9c211611023ce1a94795c556,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-c16d66a112d69c576ddd521f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a763ec6f0b5f83b5caab06ea,MED-df0dfa58a378b9417e665ea7,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-e2bf2063231af3ff61fe8ccc,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a76439cce424f13151561021,MED-e7e4a94195e0e7b7131a04ae,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-d14456168bba9a644f6ea7be,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a767261a6c66800d93620bb1,MED-a28a67f736e19ada73b1ecc9,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-aacb94511027438351520104,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a76acf5902fa017d52fc7525,MED-bf81f8c5d3ec024dd4a8130c,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-8c0d5b3373f13120af6d8f49,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7704019ecb41f5a62c05bdd,MED-fc4832900bd426137e352caa,REGISTRATION_IDENTITY_CONFLICT,SRCR-9284d7013ddc67dc489cd913,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a77307817c970a0e453a0c97,MED-a022c83c82c2ad14abbe2f45,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ce04e6b162b590f756af2b10,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a77a1f59c5b322fe4f2040c0,MED-88bbc69c448450a84a26c373,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-442c692d611e4d42c2dea403,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a783c217a823d687219b5a8b,MED-721bcc57e3221f52e83e5cfe,REGISTRATION_IDENTITY_CONFLICT,SRCR-f6d8b9e5764078251b47f996,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a787a451812054a1ca1c68df,MED-f14b532309ae02cb17fe0674,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-9dd4fbac5010bc3f88afea11,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7938babef80e6a02df4e260,MED-5c6f845122307d1faf2cd0b4,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-1015e8910fb62a7bfd8dbf75,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a79a761dd98935c5aab16ccf,MED-7391cf9eb9915cd27581e6d6,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-0f76f1f1b7fbc6de2b4ed5c4,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a79f40c69612037a41426255,MED-94f083bba658abd8c6b685fd,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-9b5bbd2c2329e89f4c0c4a20,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7a47f03b34c4e96a8baf673,MED-35c4a8e7ea02aa188585bcd8,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-f0fba37174b982c45ac70567,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7a92451b5528523f8ba0673,MED-ce6558f3f51810c812f7202c,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-38edbf88bdb8ceb57928c0eb,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7ce82122cb19d5588fbd913,MED-447dcddd393b516c0ab6f288,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-3153902f1211b8fc49195c0f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7cf44f84e5ab499e0c99f9b,MED-39b4a014777c1a09fac36dcc,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-287643abfba77a9207b312a1,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7d24e6ea6f68e8ad8603dfb,MED-c2f74f6eaba9e30bfb3dd923,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-57a19ceb0966e27c0804f40f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7db9e58af1c32ca8f7a4bf8,MED-8d765fd90a4bbf2dc22b3118,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-5d933c4ae3d970bfe74b57a0,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7e0a8ebce9ca30f55238ff6,MED-e2eb0738e2230df802d4cf50,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-96958a4416bc7018b3e5b2b6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7e32d75215544c9f6f96687,MED-367d05511c5f76ba00ebf1d1,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-58aeb3fc06b98c7ce9e33639,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7e49aeef5ab0fbf7478f635,MED-fa57bb80583c3ba8de4c7e93,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-23080276b501a0bccfbbd8cf,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7f4d0abec0bd8357722c0ef,MED-569cdcc42d8010ee807da163,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-9474603e2079f4240d219eba,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a7f8b49e864ccb18061f3072,MED-207c0b920f9c8077958adde0,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-ec99366cc7dcd9de1d8e2198,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8033701aad41186065bbf7f,MED-3b2e64b2c8148a89642f27d3,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-8bf0a428e1112acfaf1f4ec1,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a809c127e53cd7c02a86769a,MED-07a12726364d931f832410de,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-f4f7d71e4f5adb88b1699eee,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a81829d879f71bd8476786d5,MED-05725f753093c5d3b07a7a72,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-5f0e567bebdaf3b5417916be,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a820b34e85dd2ebc1a116f9d,MED-28506ecf487d9be0862309a9,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-3a128230df647ce51b29258e,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a824aeb9d85d1aa87557c247,MED-0baa45e1dc0a4da6c356b38a,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-cc0d7723f5a40e501cf29c6d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a826c89d59b56ddaab71309e,MED-e54ef5e5cfd11747414bc9ad,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-39c3a2258c0c86adfd84650b,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a834bc19a2ef6a5667635221,MED-4eaac3235d0939027746df0d,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-10b62b34a5ab7fd97d1508ad,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a83e2abf5040ff75fa54bb7f,MED-ae25de62b4adf0f3cd505920,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-d99e99331881b566b89b0773,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a84a5451c3b6bcdfc1a0cbec,MED-1c2f0c9196efd7a2b1eb2cbc,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-6c458329f3fa69f33b05c13d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a855c7d839eea3be1fa99f38,MED-ed01056dc3ed5d014fb811c9,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-492a12661b6ae03ce8d89ab2,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a860ea6d79adff46ed3a9422,MED-58a0bc7a015af4a8edae3f42,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-3724d3b0b460a03c7e8216b8,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a86c467ef7c28fe78573bb7e,MED-785ece0b4f6b7a21ffff439f,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-19db7e06d594b8762a4a1b27,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a87b37bfdf2c13f07ffccbd9,MED-1ab155cd89e0ce29fff0f254,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-4bb17423f6b186eb242deb22,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a88d1fc1f1460d8f21bf2536,MED-241b1fe348c1c090d921679f,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-a673d65dc3ae86553ede02f0,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a88d888ab91bb0e380d7d324,MED-e8bd952436c068054594e2a7,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-cf8e55355be7522deacf0163,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a890ee55e583bfcab220e04f,MED-35d4c6285f9149b5fc804b99,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-c9ad2ab147886c57e793cc1f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a897a9aaa7d9ce4126e3770b,MED-ae8ca74535d808a8be302c64,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-565550d376b29edef9bc618f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8a2ca734a560138bd5fa103,MED-79b51b323c3a5f0feb61190a,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-94f5d3a19d0f954826af9c8b,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8a7811040f559ab5ab26022,MED-daa90fe56e5625f6e588a052,REGISTRATION_IDENTITY_CONFLICT,SRCR-1be77f06864300be89b81132,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8b30a6c48c9430da494267f,MED-c5c5fed80da9849ac6e4dea3,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-119a82c9477d010c4a746f07,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8bb8d5b65d13452f89a84a9,MED-8e61422393e2bcaca5a9e9c9,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-96bb8c66b79b3aa851a0b7ac,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8bc78e91adb84728138be15,MED-5ce93eefdb14ce2c9f3b533b,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-0f45410cabf798945cdc5fd7,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8c301ece3c77bffacec25ac,MED-2521bb09e6ce41913d9c8968,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-0f5e72ecb895ffb69fb1df85,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8c302ce2ac1d8a89808a505,MED-cba193e0d00b78fa30f70f04,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-d6d77ce3c1f3f38344acd8de,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8c36c3d024940aff3439415,MED-d00004bac8ee0ab5071f8883,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-a2345d31c604aca528fe0470,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8c936105d6d7b466efe5326,MED-c66ca99b0730f9845906cb28,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-59c7e98a598a5b080b819744,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8cd10132b8106ec9b97358a,MED-d1da87bf07fd15acc38438b3,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-62a23422feb215619bd039b1,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8d13c453bb1118dab3a239b,MED-26dfacbeb34ea81c88f479d7,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-f5fc94d752f0c2216d69851a,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8de2f107d2e79d5fd14c920,MED-8dd63dc7dd5fbc36eae52ab4,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-38e5b793275de671855593d3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8e575ca8a7e455a2c811f73,MED-71f8f062fffd598500afd2ab,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-ed0f6c787de6b2f7e7a5e9bd,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a8ec8f8e0f374a3d8af92b06,MED-b201f53510e74283aa78e458,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-682d246ab388fd8dbd1f75a9,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a900a684a24e71f8f49a54bf,MED-c70b9c2ca8be9e5ab84fe756,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-0344c14e54aa0d08294f00c3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a90250b8f07799322ff81eee,MED-12cfab44de572544bdbe7639,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-2187c046b579e4d2afa416a2,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a92448b19ea156d9764861f8,MED-d00f485b0e3b2260481aa3b2,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-6986611ed75c01d14930528c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a924d8640e60cd54fe3b9575,MED-1c9188930e0742854d2d5c34,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-c32fcda70adb073f435e20b5,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a927e0f1f1a7910e7dcf9311,MED-6a18fab5949c61714a7322a8,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-375e2cd7e629f0d747198d91,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a94181176752e1e1ff06d091,MED-4cb1ed1bf6de550f1d1de841,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-3161b89373370b06934375b3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a9493766755e27c7ad526df8,MED-6c8a670a83ae0cb6160ac234,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-cab3d91113ede8bf57bf107a,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a955237eb5da0a5f0e9cf802,MED-3f19cc338b8834d879abd335,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-03fcfd6a80a123294fa57183,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a95e11a0e09508d3094d3e71,MED-63612871057b634e2f18bbe2,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-d13d960e3e44a3039c5efd74,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a966370080a167f0db5f2ee4,MED-292d04d4818d54d902cfcb0e,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-5bf989543475d8a44ed7567d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a96e0d64f3c41b6550309d46,MED-2dfbc6674c086d36fda5a71e,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-90c914c8f26b199e6e8bf52b,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a97691c0830abda2beae81c4,MED-7dada2227ae055afd5dd2499,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-8b06bb5f90092098e17d29b1,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a9834f306cab0a9397ac71b0,MED-f551e18007fb6811ae09cea5,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-99e405d31bf7cf39beb90bae,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a9854dd1c0a6b5d15b9b6068,MED-bcdd9f5c50a9a65fef5ca561,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-7d557063d48e38325f05f146,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a98880be71c910704b1a2ec9,MED-79479e1ea897973557b207d8,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-64ce448f3fc0efb87be5a23c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a989c3f94db43ad4ffa86e93,MED-7d5d1c6533cf802be7e5cd2d,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-97c54ff29b3eb43f83dbc469,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a991f58f4a14e40ec165c7fa,MED-736fa638846d86e92ee6af41,REGISTRATION_IDENTITY_CONFLICT,SRCR-6eb616f97b76674562995a88,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a9922962164e4af48e5a1d62,MED-2b76a0602b0d8148eac1458d,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-0797a41c9358536966c88931,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-a9941d0fc352f7e3399f1b29,MED-b4b392ab5e2f63d1beabb2df,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ee26ee2d351fdf738ca33305,Critical source evidence was preserved without automatic resolution.,QUARANTINED
